locus	ensg_id	gene_symbol	alignment_length	gc_percent	variable_sites	parsimony_informative_sites	pct_informative_sites	gc3_bucket	resolution_bucket	rate_bucket	completeness_bucket
ENSG00000154188_ANGPT1	ENSG00000154188	ANGPT1	1497	42.65	526	241	16.10	GC3		fast	90
ENSG00000154217_PITPNC1	ENSG00000154217	PITPNC1	972	49.30	357	258	26.54	GC2		fast	90
ENSG00000154222_CC2D1B	ENSG00000154222	CC2D1B	2574	58.91	1305	684	26.57	GC1	80	slow	80
ENSG00000154227_CERS3	ENSG00000154227	CERS3	1149	42.83	618	362	31.51	GC2	70	fast	90
ENSG00000154229_PRKCA	ENSG00000154229	PRKCA	1878	51.25	602	394	20.98	GC1	70	slow	90
ENSG00000154237_LRRK1	ENSG00000154237	LRRK1	6045	57.72	2468	1527	25.26		90	fast	70
ENSG00000154258_ABCA9	ENSG00000154258	ABCA9	4875	44.52	2779	1572	32.25	GC2	90	fast	80
ENSG00000154265_ABCA5	ENSG00000154265	ABCA5	4929	38.49	2181	1287	26.11	GC3	80	slow	80
ENSG00000154269_ENPP3	ENSG00000154269	ENPP3	2625	42.87	1388	826	31.47	GC3	80	slow	80
ENSG00000154274_C4orf19	ENSG00000154274	C4orf19	957	58.77	748	531	55.49	GC1		fast	80
ENSG00000154277_UCHL1	ENSG00000154277	UCHL1	672	53.52	273	131	19.49	GC1		fast	80
ENSG00000154305_MIA3	ENSG00000154305	MIA3	5751	48.69	4206	2481	43.14	GC3	80	fast	80
ENSG00000154309_DISP1	ENSG00000154309	DISP1	4572	55.31	2378	1603	35.06	GC1	90	fast	90
ENSG00000154310_TNIK	ENSG00000154310	TNIK	4083	50.95	1139	626	15.33	GC2		slow	90
ENSG00000154319_FAM167A	ENSG00000154319	FAM167A	648	61.49	380	227	35.03		70	slow	70
ENSG00000154328_NEIL2	ENSG00000154328	NEIL2	1002	56.06	620	415	41.42	GC1	70	fast	90
ENSG00000154330_PGM5	ENSG00000154330	PGM5	1704	53.61	795	308	18.08	GC1		fast	90
ENSG00000154342_WNT3A	ENSG00000154342	WNT3A	1059	64.74	512	211	19.92			fast	70
ENSG00000154358_OBSCN	ENSG00000154358	OBSCN	21798	63.93	10768	4601	21.11		80	slow	
ENSG00000154359_LONRF1	ENSG00000154359	LONRF1	1611	42.47	697	371	23.03	GC3	80	slow	90
ENSG00000154380_ENAH	ENSG00000154380	ENAH	2391	54.61	1073	570	23.84	GC3		slow	90
ENSG00000154415_PPP1R3A	ENSG00000154415	PPP1R3A	3381	38.63	2335	1241	36.71	GC3	90	slow	90
ENSG00000154429_CCSAP	ENSG00000154429	CCSAP	765	55.77	471	301	39.35	GC2		slow	70
ENSG00000154438_ASZ1	ENSG00000154438	ASZ1	1428	40.32	628	317	22.20	GC3	70	fast	90
ENSG00000154447_SH3RF1	ENSG00000154447	SH3RF1	2667	56.55	1229	759	28.46	GC2	80	fast	80
ENSG00000154451_GBP5	ENSG00000154451	GBP5	1761	47.07	1222	783	44.46	GC2	70	fast	80
ENSG00000154473_BUB3	ENSG00000154473	BUB3	987	50.94	262	175	17.73	GC2		slow	90
ENSG00000154493_C10orf90	ENSG00000154493	C10orf90	2097	55.98	1549	1010	48.16	GC1	70	fast	90
ENSG00000154511_FAM69A	ENSG00000154511	FAM69A	1266	39.75	426	208	16.43	GC3		slow	90
ENSG00000154548_SRSF12	ENSG00000154548	SRSF12	777	44.84	223	89	11.45	GC3		slow	90
ENSG00000154553_PDLIM3	ENSG00000154553	PDLIM3	1095	54.16	477	310	28.31	GC2		fast	90
ENSG00000154556_SORBS2	ENSG00000154556	SORBS2	3513	51.14	1541	949	27.01	GC2	70	fast	80
ENSG00000154611_PSMA8	ENSG00000154611	PSMA8	765	41.85	269	140	18.30	GC3		fast	90
ENSG00000154645_CHODL	ENSG00000154645	CHODL	822	48.53	357	250	30.41	GC2		slow	90
ENSG00000154646_TMPRSS15	ENSG00000154646	TMPRSS15	3060	41.25	1723	1004	32.81	GC3	80	fast	90
ENSG00000154654_NCAM2	ENSG00000154654	NCAM2	2508	41.93	955	529	21.09	GC3	70	slow	90
ENSG00000154678_PDE1C	ENSG00000154678	PDE1C	2130	48.06	858	542	25.45	GC2		fast	90
ENSG00000154710_RABGEF1	ENSG00000154710	RABGEF1	1476	45.12	587	308	20.87	GC2		slow	90
ENSG00000154719_MRPL39	ENSG00000154719	MRPL39	1017	44.62	593	314	30.88	GC3		fast	90
ENSG00000154721_JAM2	ENSG00000154721	JAM2	897	45.24	592	307	34.23	GC3		fast	90
ENSG00000154727_GABPA	ENSG00000154727	GABPA	1365	43.19	401	231	16.92	GC3		slow	80
ENSG00000154734_ADAMTS1	ENSG00000154734	ADAMTS1	2892	57.07	1452	889	30.74	GC1	70	fast	90
ENSG00000154736_ADAMTS5	ENSG00000154736	ADAMTS5	2793	57.98	1204	685	24.53	GC1	80	fast	90
ENSG00000154767_XPC	ENSG00000154767	XPC	2829	56.12	1799	1169	41.32	GC1	90	fast	90
ENSG00000154781_CCDC174	ENSG00000154781	CCDC174	1404	46.43	654	396	28.21	GC3		slow	80
ENSG00000154814_OXNAD1	ENSG00000154814	OXNAD1	939	48.85	490	309	32.91	GC2		fast	90
ENSG00000154822_PLCL2	ENSG00000154822	PLCL2	3057	47.52	1133	733	23.98	GC2		slow	90
ENSG00000154832_CXXC1	ENSG00000154832	CXXC1	1971	60.31	662	341	17.30	GC1		slow	80
ENSG00000154839_SKA1	ENSG00000154839	SKA1	768	38.08	421	223	29.04	GC3		slow	90
ENSG00000154856_APCDD1	ENSG00000154856	APCDD1	1545	61.42	647	448	29.00		70	fast	80
ENSG00000154889_MPPE1	ENSG00000154889	MPPE1	1194	53.44	747	512	42.88	GC1	80	fast	90
ENSG00000154914_USP43	ENSG00000154914	USP43	3366	61.65	2059	1246	37.02	GC1	90	fast	90
ENSG00000154917_RAB6B	ENSG00000154917	RAB6B	627	55.37	233	94	14.99			slow	80
ENSG00000154920_EME1	ENSG00000154920	EME1	1728	53.87	1177	709	41.03	GC2	80	fast	90
ENSG00000154928_EPHB1	ENSG00000154928	EPHB1	2955	56.12	856	426	14.42	GC1	70	slow	70
ENSG00000154930_ACSS1	ENSG00000154930	ACSS1	1986	58.44	894	603	30.36	GC1	80	fast	80
ENSG00000154945_ANKRD40	ENSG00000154945	ANKRD40	1098	51.09	476	240	21.86	GC2		slow	90
ENSG00000154957_ZNF18	ENSG00000154957	ZNF18	1653	55.23	988	618	37.39	GC1	70	fast	90
ENSG00000154975_CA10	ENSG00000154975	CA10	987	46.79	304	154	15.60	GC2		fast	90
ENSG00000154997_SEPT14	ENSG00000154997	SEPT14	1299	38.79	797	393	30.25	GC3	70	fast	80
ENSG00000155008_APOOL	ENSG00000155008	APOOL	807	42.10	419	217	26.89	GC3		fast	70
ENSG00000155011_DKK2	ENSG00000155011	DKK2	780	54.46	235	145	18.59	GC1		slow	90
ENSG00000155066_PROM2	ENSG00000155066	PROM2	2502	62.12	1542	892	35.65		70	slow	70
ENSG00000155085_AK9	ENSG00000155085	AK9	963	41.34	397	174	18.07	GC3		slow	
ENSG00000155087_ODF1	ENSG00000155087	ODF1	762	53.46	271	172	22.57	GC1		slow	80
ENSG00000155090_KLF10	ENSG00000155090	KLF10	1443	50.73	633	320	22.18	GC3	70	slow	80
ENSG00000155096_AZIN1	ENSG00000155096	AZIN1	1347	39.62	379	170	12.62	GC3	70	slow	90
ENSG00000155097_ATP6V1C1	ENSG00000155097	ATP6V1C1	1149	41.08	390	211	18.36	GC3		slow	90
ENSG00000155099_TMEM55A	ENSG00000155099	TMEM55A	774	48.46	294	158	20.41	GC3		slow	90
ENSG00000155100_OTUD6B	ENSG00000155100	OTUD6B	945	42.65	465	255	26.98	GC3	70	slow	90
ENSG00000155111_CDK19	ENSG00000155111	CDK19	1446	49.45	519	253	17.50	GC2		fast	90
ENSG00000155115_GTF3C6	ENSG00000155115	GTF3C6	642	42.54	336	177	27.57	GC3		fast	80
ENSG00000155158_TTC39B	ENSG00000155158	TTC39B	1812	43.82	858	493	27.21	GC3	70	fast	90
ENSG00000155189_AGPAT5	ENSG00000155189	AGPAT5	1098	43.29	548	301	27.41	GC3		fast	90
ENSG00000155229_MMS19	ENSG00000155229	MMS19	3093	55.48	1325	697	22.53	GC1	80	slow	90
ENSG00000155256_ZFYVE27	ENSG00000155256	ZFYVE27	1236	59.22	581	290	23.46			fast	90
ENSG00000155304_HSPA13	ENSG00000155304	HSPA13	1416	43.72	595	332	23.45	GC3	70	slow	90
ENSG00000155307_SAMSN1	ENSG00000155307	SAMSN1	1227	42.37	622	350	28.52	GC3	70	fast	90
ENSG00000155324_GRAMD3	ENSG00000155324	GRAMD3	1299	45.95	647	393	30.25	GC2		fast	90
ENSG00000155363_MOV10	ENSG00000155363	MOV10	3012	58.74	1305	665	22.08		70	fast	90
ENSG00000155367_PPM1J	ENSG00000155367	PPM1J	1518	62.22	724	332	21.87	GC1		slow	80
ENSG00000155380_SLC16A1	ENSG00000155380	SLC16A1	1503	46.54	763	454	30.21	GC3	70	slow	90
ENSG00000155393_HEATR3	ENSG00000155393	HEATR3	2043	48.56	1078	590	28.88	GC2	70	fast	90
ENSG00000155438_NIFK	ENSG00000155438	NIFK	885	42.41	571	338	38.19	GC3	70	fast	80
ENSG00000155463_OXA1L	ENSG00000155463	OXA1L	1371	55.36	779	461	33.63	GC2	80	fast	90
ENSG00000155465_SLC7A7	ENSG00000155465	SLC7A7	1536	52.28	637	372	24.22	GC1	80	fast	90
ENSG00000155506_LARP1	ENSG00000155506	LARP1	2874	55.01	1027	528	18.37	GC1	70	slow	90
ENSG00000155508_CNOT8	ENSG00000155508	CNOT8	879	44.86	176	102	11.60	GC2		slow	80
ENSG00000155511_GRIA1	ENSG00000155511	GRIA1	2721	51.17	806	463	17.02	GC1	70	slow	80
ENSG00000155530_LRGUK	ENSG00000155530	LRGUK	2484	45.56	1590	1065	42.87	GC2	80	fast	90
ENSG00000155545_MIER3	ENSG00000155545	MIER3	1644	43.53	608	294	17.88	GC3		slow	80
ENSG00000155561_NUP205	ENSG00000155561	NUP205	6039	47.42	2395	1486	24.61	GC2	80	slow	90
ENSG00000155592_ZKSCAN2	ENSG00000155592	ZKSCAN2	2910	49.58	1614	947	32.54	GC2	70	fast	90
ENSG00000155629_PIK3AP1	ENSG00000155629	PIK3AP1	2418	54.20	1120	642	26.55	GC1	70	fast	90
ENSG00000155636_RBM45	ENSG00000155636	RBM45	1425	44.28	628	276	19.37	GC3		slow	90
ENSG00000155640_C10orf12	ENSG00000155640	C10orf12	3744	47.84	2384	1381	36.89	GC3	80	slow	80
ENSG00000155666_KDM8	ENSG00000155666	KDM8	1248	60.18	664	446	35.74		70	fast	90
ENSG00000155719_OTOA	ENSG00000155719	OTOA	3435	54.87	1936	1060	30.86	GC1	80	fast	90
ENSG00000155729_KCTD18	ENSG00000155729	KCTD18	1275	50.31	665	426	33.41	GC2	70	fast	90
ENSG00000155744_FAM126B	ENSG00000155744	FAM126B	1593	44.79	506	236	14.81	GC3	70	slow	90
ENSG00000155749_ALS2CR12	ENSG00000155749	ALS2CR12	1272	42.95	852	502	39.47	GC2	70	slow	80
ENSG00000155755_TMEM237	ENSG00000155755	TMEM237	1227	45.98	720	366	29.83	GC3	80	fast	90
ENSG00000155761_SPAG17	ENSG00000155761	SPAG17	6681	43.54	4109	2469	36.96	GC3	90	fast	90
ENSG00000155792_DEPTOR	ENSG00000155792	DEPTOR	1230	54.25	464	241	19.59	GC1		fast	90
ENSG00000155816_FMN2	ENSG00000155816	FMN2	4560	54.73	2702	1335	29.28	GC2		slow	
ENSG00000155827_RNF20	ENSG00000155827	RNF20	2928	49.12	975	617	21.07	GC2	70	slow	90
ENSG00000155833_CYLC2	ENSG00000155833	CYLC2	1023	39.32	782	557	54.45	GC3		fast	70
ENSG00000155846_PPARGC1B	ENSG00000155846	PPARGC1B	3057	63.78	1675	955	31.24		80	fast	90
ENSG00000155849_ELMO1	ENSG00000155849	ELMO1	2184	49.85	634	390	17.86	GC1	70	slow	90
ENSG00000155850_SLC26A2	ENSG00000155850	SLC26A2	2220	43.61	1089	614	27.66	GC3	80	fast	90
ENSG00000155875_FAM154A	ENSG00000155875	FAM154A	1425	52.66	861	525	36.84	GC1	70	fast	80
ENSG00000155886_SLC24A2	ENSG00000155886	SLC24A2	1986	48.79	799	397	19.99	GC2		slow	80
ENSG00000155890_TRIM42	ENSG00000155890	TRIM42	2172	56.06	918	536	24.68		70	fast	90
ENSG00000155893_PXYLP1	ENSG00000155893	PXYLP1	1443	54.43	681	441	30.56	GC1	70	slow	90
ENSG00000155897_ADCY8	ENSG00000155897	ADCY8	3756	54.60	1223	677	18.02	GC1	70	fast	90
ENSG00000155903_RASA2	ENSG00000155903	RASA2	2415	39.94	895	375	15.53	GC3	70	slow	90
ENSG00000155906_RMND1	ENSG00000155906	RMND1	1350	44.38	728	465	34.44	GC3	70	fast	90
ENSG00000155926_SLA	ENSG00000155926	SLA	831	56.75	380	250	30.08	GC1		fast	90
ENSG00000155961_RAB39B	ENSG00000155961	RAB39B	642	51.91	169	80	12.46	GC1		slow	80
ENSG00000155970_MICU3	ENSG00000155970	MICU3	1593	45.15	684	336	21.09	GC3	70	fast	90
ENSG00000155974_GRIP1	ENSG00000155974	GRIP1	3384	51.63	1263	697	20.60	GC2	70	fast	90
ENSG00000155975_VPS37A	ENSG00000155975	VPS37A	1194	42.91	540	258	21.61	GC3	70	slow	90
ENSG00000155980_KIF5A	ENSG00000155980	KIF5A	3099	54.08	894	497	16.04	GC1		slow	90
ENSG00000156011_PSD3	ENSG00000156011	PSD3	3123	48.44	1637	963	30.84	GC3	80	slow	70
ENSG00000156017_C9orf41	ENSG00000156017	C9orf41	1227	42.96	419	173	14.10	GC3		slow	90
ENSG00000156026_MCU	ENSG00000156026	MCU	1053	48.65	299	126	11.97	GC2		fast	90
ENSG00000156030_ELMSAN1	ENSG00000156030	ELMSAN1	3123	61.73	1256	641	20.53	GC1	70	slow	80
ENSG00000156042_CFAP70	ENSG00000156042	CFAP70	3369	45.46	1624	864	25.65	GC3	70	slow	90
ENSG00000156049_GNA14	ENSG00000156049	GNA14	1068	48.23	359	215	20.13	GC1		slow	90
ENSG00000156050_FAM161B	ENSG00000156050	FAM161B	1947	55.11	1212	700	35.95	GC1	80	fast	90
ENSG00000156052_GNAQ	ENSG00000156052	GNAQ	951	45.64	212	114	11.99	GC2		slow	90
ENSG00000156076_WIF1	ENSG00000156076	WIF1	1140	51.77	452	251	22.02	GC2		slow	90
ENSG00000156097_GPR61	ENSG00000156097	GPR61	1356	60.33	431	216	15.93			slow	
ENSG00000156110_ADK	ENSG00000156110	ADK	1089	43.17	420	226	20.75	GC3	70	fast	90
ENSG00000156113_KCNMA1	ENSG00000156113	KCNMA1	3336	49.33	868	419	12.56	GC2	70	slow	90
ENSG00000156136_DCK	ENSG00000156136	DCK	783	41.83	363	196	25.03	GC3		fast	90
ENSG00000156162_DPY19L4	ENSG00000156162	DPY19L4	2172	37.20	788	355	16.34	GC3	70	slow	90
ENSG00000156171_DRAM2	ENSG00000156171	DRAM2	801	41.86	323	177	22.10	GC3	70	slow	90
ENSG00000156172_C8orf37	ENSG00000156172	C8orf37	624	46.15	363	193	30.93	GC3		fast	90
ENSG00000156194_PPEF2	ENSG00000156194	PPEF2	2262	51.63	1306	750	33.16	GC1	80	fast	90
ENSG00000156206_C15orf26	ENSG00000156206	C15orf26	906	52.65	535	324	35.76	GC1	80	fast	80
ENSG00000156219_ART3	ENSG00000156219	ART3	1110	42.46	739	416	37.48	GC3	80	slow	90
ENSG00000156239_N6AMT1	ENSG00000156239	N6AMT1	645	51.31	352	201	31.16	GC2		fast	90
ENSG00000156253_RWDD2B	ENSG00000156253	RWDD2B	903	44.74	522	306	33.89	GC3		slow	90
ENSG00000156256_USP16	ENSG00000156256	USP16	2484	39.43	1128	589	23.71	GC3	70	fast	90
ENSG00000156261_CCT8	ENSG00000156261	CCT8	1647	43.84	618	408	24.77	GC3		slow	90
ENSG00000156273_BACH1	ENSG00000156273	BACH1	2223	48.73	1341	816	36.71	GC2	80	fast	90
ENSG00000156282_CLDN17	ENSG00000156282	CLDN17	675	53.21	408	248	36.74	GC1		slow	80
ENSG00000156284_CLDN8	ENSG00000156284	CLDN8	678	53.43	328	195	28.76	GC1		slow	70
ENSG00000156299_TIAM1	ENSG00000156299	TIAM1	4776	55.78	1749	1038	21.73	GC1	80	fast	90
ENSG00000156304_SCAF4	ENSG00000156304	SCAF4	3420	50.85	1411	847	24.77	GC3	70	slow	90
ENSG00000156345_CDK20	ENSG00000156345	CDK20	1041	62.06	389	217	20.85			slow	70
ENSG00000156374_PCGF6	ENSG00000156374	PCGF6	1053	49.99	416	190	18.04	GC2	70	fast	80
ENSG00000156384_SFR1	ENSG00000156384	SFR1	738	38.96	494	269	36.45	GC3		fast	90
ENSG00000156395_SORCS3	ENSG00000156395	SORCS3	3303	51.89	1255	664	20.10	GC1	80	fast	90
ENSG00000156398_SFXN2	ENSG00000156398	SFXN2	969	55.25	392	208	21.47	GC1		slow	80
ENSG00000156414_TDRD9	ENSG00000156414	TDRD9	3462	50.76	1893	1212	35.01	GC1	70	fast	90
ENSG00000156453_PCDH1	ENSG00000156453	PCDH1	3714	60.63	1195	706	19.01			slow	80
ENSG00000156463_SH3RF2	ENSG00000156463	SH3RF2	2199	57.86	1145	594	27.01	GC1	70	slow	80
ENSG00000156469_MTERF3	ENSG00000156469	MTERF3	1254	42.13	694	382	30.46	GC3		slow	90
ENSG00000156471_PTDSS1	ENSG00000156471	PTDSS1	1422	49.04	584	286	20.11	GC1		slow	70
ENSG00000156475_PPP2R2B	ENSG00000156475	PPP2R2B	1506	48.14	408	226	15.01	GC2		fast	90
ENSG00000156486_KCNS2	ENSG00000156486	KCNS2	1434	56.39	469	240	16.74			slow	70
ENSG00000156502_SUPV3L1	ENSG00000156502	SUPV3L1	2364	46.59	990	566	23.94	GC3	80	fast	90
ENSG00000156504_FAM122B	ENSG00000156504	FAM122B	801	49.07	444	251	31.34	GC2		slow	90
ENSG00000156509_FBXO43	ENSG00000156509	FBXO43	2028	40.07	1051	491	24.21	GC3	80	slow	70
ENSG00000156510_HKDC1	ENSG00000156510	HKDC1	2754	54.78	1111	653	23.71	GC1	70	fast	90
ENSG00000156515_HK1	ENSG00000156515	HK1	2748	54.47	1112	692	25.18	GC1	70	fast	90
ENSG00000156521_TYSND1	ENSG00000156521	TYSND1	1701	70.24	1082	568	33.39		70	slow	70
ENSG00000156531_PHF6	ENSG00000156531	PHF6	1098	40.04	255	103	9.38	GC3		slow	80
ENSG00000156535_CD109	ENSG00000156535	CD109	4338	42.44	2581	1504	34.67	GC3	80	fast	90
ENSG00000156564_LRFN2	ENSG00000156564	LRFN2	2370	64.25	944	439	18.52			slow	80
ENSG00000156574_NODAL	ENSG00000156574	NODAL	1047	61.33	595	358	34.19		70	fast	90
ENSG00000156603_MED19	ENSG00000156603	MED19	735	57.06	343	154	20.95	GC1		slow	80
ENSG00000156639_ZFAND3	ENSG00000156639	ZFAND3	612	51.38	164	77	12.58	GC2		slow	90
ENSG00000156642_NPTN	ENSG00000156642	NPTN	1197	52.14	362	164	13.70	GC1		slow	90
ENSG00000156650_KAT6B	ENSG00000156650	KAT6B	6195	48.43	1872	971	15.67	GC2	80	slow	90
ENSG00000156671_SAMD8	ENSG00000156671	SAMD8	1437	45.68	451	239	16.63	GC3	80	fast	90
ENSG00000156675_RAB11FIP1	ENSG00000156675	RAB11FIP1	3840	56.43	2602	1624	42.29	GC1	90	fast	80
ENSG00000156687_UNC5D	ENSG00000156687	UNC5D	2760	51.85	838	508	18.41	GC2	80	slow	90
ENSG00000156709_AIFM1	ENSG00000156709	AIFM1	1842	50.14	620	320	17.37	GC2		fast	80
ENSG00000156735_BAG4	ENSG00000156735	BAG4	1374	53.28	679	337	24.53	GC3	80	slow	80
ENSG00000156738_MS4A1	ENSG00000156738	MS4A1	894	43.20	582	365	40.83	GC3	70	fast	90
ENSG00000156787_TBC1D31	ENSG00000156787	TBC1D31	3204	42.19	1726	1024	31.96	GC3	70	fast	90
ENSG00000156795_WDYHV1	ENSG00000156795	WDYHV1	621	47.64	323	156	25.12	GC2		fast	90
ENSG00000156802_ATAD2	ENSG00000156802	ATAD2	4143	41.22	1795	920	22.21	GC3	70	slow	90
ENSG00000156804_FBXO32	ENSG00000156804	FBXO32	1068	50.64	342	189	17.70	GC1		slow	90
ENSG00000156853_ZNF689	ENSG00000156853	ZNF689	1503	64.74	739	330	21.96			fast	80
ENSG00000156858_PRR14	ENSG00000156858	PRR14	1761	61.89	1045	599	34.01	GC1	80	fast	90
ENSG00000156860_FBRS	ENSG00000156860	FBRS	1422	66.36	581	181	12.73	GC1		slow	
ENSG00000156869_FRRS1	ENSG00000156869	FRRS1	1779	44.96	1064	645	36.26	GC3	80	fast	90
ENSG00000156875_HIAT1	ENSG00000156875	HIAT1	1473	46.82	383	227	15.41	GC3		slow	90
ENSG00000156876_SASS6	ENSG00000156876	SASS6	1974	39.39	875	469	23.76	GC3	70	fast	90
ENSG00000156925_ZIC3	ENSG00000156925	ZIC3	1401	63.08	387	152	10.85			slow	80
ENSG00000156928_MALSU1	ENSG00000156928	MALSU1	705	52.57	396	223	31.63	GC2		fast	80
ENSG00000156931_VPS8	ENSG00000156931	VPS8	4287	43.97	1719	944	22.02	GC3	70	fast	90
ENSG00000156958_GALK2	ENSG00000156958	GALK2	1377	49.14	625	363	26.36	GC2		fast	90
ENSG00000156966_B3GNT7	ENSG00000156966	B3GNT7	1206	62.63	534	292	24.21			slow	
ENSG00000156970_BUB1B	ENSG00000156970	BUB1B	3156	44.43	1618	819	25.95	GC3	80	slow	80
ENSG00000156976_EIF4A2	ENSG00000156976	EIF4A2	1224	42.32	252	116	9.48	GC3		slow	90
ENSG00000156983_BRPF1	ENSG00000156983	BRPF1	3663	58.04	1035	568	15.51	GC1	70	slow	90
ENSG00000156990_RPUSD3	ENSG00000156990	RPUSD3	1059	61.02	669	413	39.00	GC1	70	fast	80
ENSG00000157036_EXOG	ENSG00000157036	EXOG	1107	50.31	605	401	36.22	GC2	70	fast	90
ENSG00000157045_NTAN1	ENSG00000157045	NTAN1	933	48.79	355	187	20.04	GC2		fast	80
ENSG00000157060_SHCBP1L	ENSG00000157060	SHCBP1L	1956	44.64	919	454	23.21	GC3		fast	90
ENSG00000157064_NMNAT2	ENSG00000157064	NMNAT2	924	55.39	308	160	17.32			fast	90
ENSG00000157077_ZFYVE9	ENSG00000157077	ZFYVE9	4278	43.94	1758	862	20.15	GC3	90	slow	90
ENSG00000157103_SLC6A1	ENSG00000157103	SLC6A1	1800	57.24	538	286	15.89			slow	80
ENSG00000157107_FCHO2	ENSG00000157107	FCHO2	2430	41.75	900	458	18.85	GC3	70	slow	80
ENSG00000157110_RBPMS	ENSG00000157110	RBPMS	660	51.18	246	126	19.09	GC2		slow	90
ENSG00000157111_TMEM171	ENSG00000157111	TMEM171	981	55.81	584	380	38.74	GC2	70	slow	80
ENSG00000157119_KLHL40	ENSG00000157119	KLHL40	1869	63.24	764	379	20.28			fast	80
ENSG00000157131_C8A	ENSG00000157131	C8A	1755	50.32	1078	703	40.06	GC2	80	fast	90
ENSG00000157168_NRG1	ENSG00000157168	NRG1	1935	52.02	940	617	31.89	GC2		fast	80
ENSG00000157181_C1orf27	ENSG00000157181	C1orf27	1365	38.95	619	301	22.05	GC3	70	slow	90
ENSG00000157184_CPT2	ENSG00000157184	CPT2	1977	52.98	968	549	27.77	GC1	80	slow	90
ENSG00000157191_NECAP2	ENSG00000157191	NECAP2	795	59.83	390	268	33.71	GC1		fast	90
ENSG00000157193_LRP8	ENSG00000157193	LRP8	2844	59.18	1357	627	22.05	GC1	70	fast	80
ENSG00000157211_CDCP2	ENSG00000157211	CDCP2	1296	61.90	649	387	29.86			fast	80
ENSG00000157212_PAXIP1	ENSG00000157212	PAXIP1	3114	52.16	1679	1055	33.88	GC2	80	fast	80
ENSG00000157214_STEAP2	ENSG00000157214	STEAP2	1473	41.34	500	248	16.84	GC3		slow	90
ENSG00000157216_SSBP3	ENSG00000157216	SSBP3	1116	56.63	176	93	8.33	GC2		fast	80
ENSG00000157224_CLDN12	ENSG00000157224	CLDN12	735	51.96	262	138	18.78	GC1		slow	80
ENSG00000157227_MMP14	ENSG00000157227	MMP14	1749	57.97	596	328	18.75	GC1	70	slow	80
ENSG00000157259_GATAD1	ENSG00000157259	GATAD1	810	50.43	364	149	18.40	GC2		fast	90
ENSG00000157303_SUSD3	ENSG00000157303	SUSD3	768	62.85	571	357	46.48		70	fast	90
ENSG00000157343_ARMC12	ENSG00000157343	ARMC12	1023	56.09	460	261	25.51	GC1		fast	80
ENSG00000157350_ST3GAL2	ENSG00000157350	ST3GAL2	1053	59.69	389	183	17.38			slow	90
ENSG00000157353_FUK	ENSG00000157353	FUK	3246	64.03	1745	911	28.07		70	fast	80
ENSG00000157368_IL34	ENSG00000157368	IL34	711	60.83	415	255	35.86			fast	80
ENSG00000157379_DHRS1	ENSG00000157379	DHRS1	942	56.65	484	290	30.79	GC1		slow	80
ENSG00000157388_CACNA1D	ENSG00000157388	CACNA1D	6546	50.41	2216	1090	16.65	GC1	70	slow	70
ENSG00000157404_KIT	ENSG00000157404	KIT	2931	46.75	1599	932	31.80	GC2	80	slow	90
ENSG00000157426_AASDH	ENSG00000157426	AASDH	3300	40.59	1891	1042	31.58	GC3	90	fast	90
ENSG00000157445_CACNA2D3	ENSG00000157445	CACNA2D3	3153	48.23	982	558	17.70	GC2		fast	90
ENSG00000157450_RNF111	ENSG00000157450	RNF111	2982	47.84	1174	616	20.66	GC3	80	slow	90
ENSG00000157456_CCNB2	ENSG00000157456	CCNB2	1197	47.25	597	339	28.32	GC2		fast	90
ENSG00000157470_FAM81A	ENSG00000157470	FAM81A	1107	48.84	441	240	21.68	GC1		slow	90
ENSG00000157500_APPL1	ENSG00000157500	APPL1	2127	41.91	750	353	16.60	GC3	80	slow	90
ENSG00000157502_MUM1L1	ENSG00000157502	MUM1L1	2082	40.73	1341	658	31.60	GC3		slow	70
ENSG00000157510_AFAP1L1	ENSG00000157510	AFAP1L1	2307	59.47	1081	574	24.88		70	fast	90
ENSG00000157538_DSCR3	ENSG00000157538	DSCR3	894	53.69	389	249	27.85	GC1		slow	90
ENSG00000157542_KCNJ6	ENSG00000157542	KCNJ6	1272	51.80	388	247	19.42	GC1		slow	90
ENSG00000157570_TSPAN18	ENSG00000157570	TSPAN18	747	57.72	309	174	23.29			slow	80
ENSG00000157593_SLC35B2	ENSG00000157593	SLC35B2	1299	59.07	518	287	22.09		70	slow	80
ENSG00000157600_TMEM164	ENSG00000157600	TMEM164	894	55.56	176	65	7.27	GC1		fast	90
ENSG00000157613_CREB3L1	ENSG00000157613	CREB3L1	1563	61.26	554	252	16.12			fast	90
ENSG00000157625_TAB3	ENSG00000157625	TAB3	2151	47.09	674	344	15.99	GC3	70	slow	90
ENSG00000157657_ZNF618	ENSG00000157657	ZNF618	2835	59.70	885	484	17.07		70	slow	80
ENSG00000157680_DGKI	ENSG00000157680	DGKI	2832	50.92	891	507	17.90	GC2	80	slow	80
ENSG00000157693_C9orf91	ENSG00000157693	C9orf91	1035	60.53	516	275	26.57			fast	90
ENSG00000157703_SVOPL	ENSG00000157703	SVOPL	1479	53.49	840	373	25.22	GC1		fast	90
ENSG00000157764_BRAF	ENSG00000157764	BRAF	2181	45.32	643	294	13.48	GC3		slow	90
ENSG00000157765_SLC34A2	ENSG00000157765	SLC34A2	2073	56.04	1096	699	33.72			fast	70
ENSG00000157766_ACAN	ENSG00000157766	ACAN	6399	59.15	3610	2139	33.43	GC2	80	slow	80
